,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3
300,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06
301,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06
302,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06
303,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06
304,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06
305,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06
306,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06
307,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06
308,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06,1.92896700412781e-06
